When to Use,Tool Name,Purpose,How
3,The Scheme Critical Questioner™ (Form-Specific Stress-Tester),"To apply Walton's scheme checklists (e.g., for analogy: Relevance?) to interrogate argument types, quickly identifying gaps in common reasoning patterns.","In Step 3, ID scheme (e.g., Authority); Apply 4-6 CQs (e.g., ""Bias-free? Consensus?""); Score resolutions. Example: Causal scheme—""Mechanism? Alternatives?"" Pass: All CQs addressed. This scheme-tailored probe accelerates flaw hunts, aligning with argumentation diagnostics."
3,The FMEA Risk Prioritizer™ (Failure Mode Enumerator),"To systematically list, score, and rank potential failures in reasoning steps (e.g., premise errors) by severity, occurrence, and detectability, focusing mitigations on critical paths.","In Step 3, table: Components (e.g., Warrant); Modes (e.g., Invalid); Effects (e.g., False conclusion); S×O×D = RPN (Scale 1-10). Prioritize >100. Example: Scoring rubric—""High S for causal gap."" Pass: Top risks mitigated/assigned. This engineering lens triages vulnerabilities in complex checks."
3,The RPN Criticality Grider™ (Issue Severity Ranker),"To triage reasoning risks via severity-likelihood matrices or RPN, overriding ties with policy (e.g., severity-first) for resource-limited prioritization.","In Step 3, grid: Axes Severity (Catastrophic-Minor) × Likelihood (Rare-Certain); Plot modes; Policy (e.g., ""High S auto-prior""). Example: Two biases—""Extreme reversal"" (High S, Low O) > Mild (Low S, Med O). Pass: Matches policy. This quick-rank cuts through noise, focusing tests on threats."
3,The FTA Deductive Mapper™ (Cut-Set Probability Calculator),"To model top failures (e.g., invalid conclusion) deductively via fault trees, identifying minimal cause combinations and quantifying overall risk with probabilities.","In Step 3, tree: Top (False Output)—Gates (AND/OR to basics, e.g., Weak Evidence ∨ Bad Logic); Assign probs (base rates); Compute top prob. Sensitivity: Vary inputs. Example: ""Flaw undetected""—Cut-set: No probe ∧ Confirmation. Pass: Dominant sets mitigated. This quantifies cascades, deepening causal verifications."
3,The Pre-Spec Protocol Locker™ (HARKing Preventer),"To pre-register analysis plans, outcomes, and rules before testing, ensuring transparency and guarding against post-hoc adjustments in empirical or evaluative probes.","In Step 3, document: Protocol (e.g., ""Primary: LR; Secondary: Speed""); Outcomes (fixed); Plan (e.g., ""t-test, α=0.05""). Log deviations. Example: Causal test—""Pre-spec: DAG adjustment only."" Use CONSORT checklist. Pass: Full disclosure. This upholds reproducibility, bolstering check integrity."
3,The Quasi-Experimental Diagnostics Pack™ (DiD/RDD/ITS Validator),"To rigorously test quasi-experimental causal claims (e.g., ""Policy X caused Y"") for validity through diagnostics like parallel trends, no anticipation, and manipulation checks, bridging correlation to causation in non-randomized arguments.","In Step 3, select method: DiD (Pre-trend test: Slopes parallel? Placebo-lead: No pre-effect?); RDD (McCrary density: No bunching at cutoff?); ITS (Permute dates: False positives <5%?). Run visuals/stats (e.g., regression discontinuity plot). Example: ""Training improved scores""—DiD: Check pre-period equality. Fail: Trends diverge or bunching. Integrate with Mill’s Methods for heuristics. Pass: All diagnostics hold. This pack strengthens causal schemes, ensuring ""controls"" aren't illusory."
3,The DAG-ID Negative Control Suite™ (Path-Blocking Auditor),"To verify causal identifiability in DAGs by auditing backdoor/frontdoor paths, d-separation, and bad controls, plus negative controls to falsify spurious effects, preventing collider bias or overadjustment.","In Step 3, build DAG; Checklist: Backdoor (Z blocks all? Open paths?); Frontdoor (Mediates cleanly?); Negative controls (Exposure: Null effect on proxy? Outcome: No shift?). Test: Sanity regressions (e.g., Fake outcome shows 0). Example: ""Ad → Sales""—Negative: Ad on unrelated metric (null?). Fail: Open backdoor or false ""effect."" Pair with causal probes. Pass: Paths closed, controls null. This elevates correlation audits to graphical, testable identifiability."
3,The Measurement Invariance Auditor™ (Missingness Bias Detector),"To validate that metrics (e.g., evidence strength scores) are comparable across groups and handle missing data appropriately (MCAR/MAR/MNAR), preventing distorted causal or comparative inferences.","In Step 3, CFA: Configural (Structure same?), Metric/Scalar (Loadings/intercepts equal?); Missingness: Little’s test (MCAR?); Sensitivity (MNAR curves: Bounds vary?). Example: ""Premise reliability scores""—Group by source type; Fail if scalars differ. Adjust imputations. Pair with provenance ledgers. Pass: Invariant + MAR at worst. This ensures clean data foundations, avoiding apples-oranges traps in checks."
3,The Counterfactual Recourse Verifier™ (Minimal-Change Plausibilizer),"To test counterfactual claims or mechanisms by checking if small changes yield plausible outcomes and recourse (e.g., fixes) without violating constraints, validating process-tracing in arguments.","In Step 3, construct: ""If not X, then Y?""—Minimal tweak (e.g., Remove bias); Plausible? (Fits DAG?); Recourse: Does fix alter decision? Fail: Impossible under rules. Example: ""Flaw via confirmation""—Counter: Add disconfirmers; Recourse: Retrain. Use DAG for paths. Pass: Plausible, effective. This probes ""what if"" depth, ensuring mechanisms aren't hand-wavy."
3,The Regime-Shift Change-Point Detector™ (Temporal Break Scanner),"To identify abrupt shifts or initial-condition uncertainties in time-series data (e.g., argument validity over evolving evidence), scanning for change-points before causal attributions to avoid trend misreads.","In Step 3, apply CUSUM or Bayesian changepoint: On KPIs (e.g., Consistency score); Test pre/post breaks. Example: ""Claim holds over time?""—Scan for drop at evidence 5. Fail: Unaccounted shift. Adjust models (e.g., ITS). Pair with switchback for dynamics. Pass: No undetected breaks. This uncovers hidden discontinuities, safeguarding temporal causal claims."
3,The Necessary/Sufficient Micro-Prover™ (Condition Counter-Example Builder),"To validate conditionals by constructing counterexamples (necessary: Without, fails?) or witnesses (sufficient: With, succeeds?), using reductio or modus for baseline logic proofs in claims.","In Step 3, for ""Necessary (Q for P)"": Counter: P without Q (Impossible?); Sufficient: Construct P with Q. Example: ""Evidence necessary for conclusion""—Micro: Argue sans evidence (Fails?). Fail: No attempt. Use truth-tables. Pass: Proof holds. This foundational check catches conditional confusions swiftly."
3,The Rapid Evidence Synthesizer™ (REA Protocolizer),"To conduct quick, protocolized reviews of evidence pools, appraising for synthesis/meta, grey lit, and publication bias, ensuring balanced citations beyond cherry-picked positives.","In Step 3, protocol: Search (e.g., 3 sources); Appraise (e.g., GRADE: High/Med/Low); Bias check (Funnel plot for asymmetry?). Example: ""Bias effects""—REA: Include nulls/grey. Fail: Only positives. Limit 1-2 hours. Integrate REA with provenance. Pass: Balanced, disclosed biases. This scales evidence checks, combating selective sourcing."
